Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
2024-10-05,15:59:15,"""CNR9556337""",Cancelled by Driver,"""CID8972068""",Go Sedan,Ashok Park Main,Mayur Vihar,3.3,,,,1.0,The customer was coughing/sick,,,,,,,
2024-03-31,02:19:10,"""CNR3525908""",Completed,"""CID8489482""",Go Mini,Bhikaji Cama Place,Kadarpur,10.4,37.6,,,,,,,614.0,32.62,4.9,3.8,UPI
2024-07-28,11:26:53,"""CNR5999549""",Completed,"""CID5311932""",Premier Sedan,Gurgaon Sector 29,Kadarpur,12.2,19.8,,,,,,,452.0,7.35,3.4,4.2,Credit Card
2024-02-15,16:51:37,"""CNR1235395""",No Driver Found,"""CID5819985""",Auto,Saidulajab,Ambience Mall,,,,,,,,,,,,,
2024-11-19,21:12:59,"""CNR2034803""",Completed,"""CID2813145""",Auto,Golf Course Road,Peeragarhi,12.4,42.2,,,,,,,482.0,6.03,4.2,4.7,UPI
2024-03-14,21:44:07,"""CNR7605224""",Completed,"""CID5919935""",Bike,Badarpur,Pragati Maidan,11.3,18.6,,,,,,,557.0,20.65,4.3,4.6,Cash
2024-06-12,21:37:00,"""CNR9726754""",Completed,"""CID7306111""",Bike,IGI Airport,Jhilmil,9.0,36.9,,,,,,,383.0,40.5,4.4,4.4,UPI
2024-11-09,21:48:46,"""CNR2226718""",Completed,"""CID4691524""",Go Mini,Green Park,Janakpuri,14.8,19.6,,,,,,,693.0,15.78,4.0,4.8,UPI
2024-11-19,16:59:18,"""CNR7797849""",Completed,"""CID4630259""",Auto,Palam Vihar,Cyber Hub,8.5,42.2,,,,,,,999.0,13.33,4.9,4.2,UPI
2024-11-24,15:44:42,"""CNR2923045""",No Driver Found,"""CID3977042""",Go Mini,AIIMS,Sadar Bazar Gurgaon,,,,,,,,,,,,,
2024-07-27,10:31:59,"""CNR8865919""",Incomplete,"""CID1693855""",Bike,Dilshad Garden,Sarai Kale Khan,5.1,18.4,,,,,1.0,Vehicle Breakdown,1390.0,7.89,,,UPI
2024-03-31,21:46:56,"""CNR7383582""",Completed,"""CID4208531""",eBike,Jahangirpuri,Vatika Chowk,11.9,44.1,,,,,,,119.0,21.67,4.8,4.6,UPI
2024-02-27,11:27:43,"""CNR4570443""",Completed,"""CID1149877""",Premier Sedan,Kashmere Gate ISBT,DLF Phase 3,6.6,16.0,,,,,,,474.0,6.41,4.6,4.9,Cash
2024-05-08,06:36:15,"""CNR6408128""",Incomplete,"""CID7572572""",Go Sedan,Vinobapuri,IGNOU Road,7.4,24.9,,,,,1.0,Vehicle Breakdown,742.0,5.71,,,UPI
2024-02-03,10:15:44,"""CNR2119827""",Completed,"""CID7740730""",Go Sedan,Vaishali,Meerut,2.0,33.5,,,,,,,1365.0,23.75,4.4,4.2,Credit Card
2024-05-16,10:40:44,"""CNR8891395""",Completed,"""CID4703508""",eBike,Vaishali,Aya Nagar,8.1,26.0,,,,,,,270.0,20.54,4.9,5.0,Cash
2024-11-29,00:13:19,"""CNR7124868""",Completed,"""CID9874072""",Go Mini,Uttam Nagar,Saket A Block,7.6,17.3,,,,,,,546.0,33.3,4.2,4.4,UPI
2024-07-12,21:50:23,"""CNR1088928""",Completed,"""CID2948211""",Auto,Uttam Nagar,Laxmi Nagar,12.0,40.8,,,,,,,262.0,28.31,4.2,4.1,Credit Card
2024-11-04,18:55:12,"""CNR6813991""",Incomplete,"""CID1221951""",Bike,Chanakyapuri,DLF City Court,9.4,18.3,,,,,1.0,Other Issue,335.0,10.95,,,Cash
2024-01-01,11:53:41,"""CNR3164811""",Completed,"""CID7770462""",Premier Sedan,Aya Nagar,Seelampur,12.1,38.5,,,,,,,225.0,30.21,3.4,4.2,UPI
2024-05-20,16:28:00,"""CNR3531381""",Cancelled by Driver,"""CID3329221""",Bike,Gurgaon Sector 56,Mansarovar Park,11.2,,,,1.0,The customer was coughing/sick,,,,,,,
2024-04-28,11:55:41,"""CNR3795038""",Completed,"""CID6174859""",Go Mini,Sikanderpur,Kashmere Gate,3.9,16.4,,,,,,,629.0,4.13,4.7,5.0,Credit Card
2024-08-01,08:54:45,"""CNR5114714""",Completed,"""CID4986548""",Go Mini,Tilak Nagar,Sikanderpur,4.3,39.1,,,,,,,52.0,16.63,4.8,4.5,Cash
2024-06-17,07:53:08,"""CNR9786764""",Completed,"""CID8072883""",eBike,Vaishali,Laxmi Nagar,6.5,38.5,,,,,,,372.0,14.15,5.0,3.4,Uber Wallet
2024-03-04,22:13:05,"""CNR9542859""",Completed,"""CID3046129""",Auto,IGNOU Road,Akshardham,13.5,33.0,,,,,,,79.0,9.61,4.3,4.2,Cash
2024-03-03,10:37:18,"""CNR1439381""",Cancelled by Driver,"""CID6304894""",Go Mini,Qutub Minar,Mundka,10.8,,,,1.0,The customer was coughing/sick,,,,,,,
2024-08-04,11:24:58,"""CNR5196668""",Completed,"""CID7659452""",Bike,Maidan Garhi,Ashok Park Main,8.0,15.2,,,,,,,158.0,7.33,4.2,5.0,Cash
2024-11-15,16:30:06,"""CNR8253109""",No Driver Found,"""CID5732800""",Auto,Anand Vihar,Model Town,,,,,,,,,,,,,
2024-08-13,23:02:23,"""CNR3796996""",Completed,"""CID7717853""",Premier Sedan,Udyog Bhawan,Badarpur,14.9,28.1,,,,,,,379.0,46.05,3.9,4.6,Uber Wallet
2024-03-05,21:41:11,"""CNR6377442""",Completed,"""CID7628809""",Bike,Pragati Maidan,Seelampur,15.0,21.9,,,,,,,147.0,6.08,4.3,3.8,Uber Wallet
2024-10-31,18:30:05,"""CNR1577067""",Cancelled by Driver,"""CID7795646""",Premier Sedan,South Extension,DLF Phase 3,7.1,,,,1.0,Personal & Car related issues,,,,,,,
2024-06-20,17:32:30,"""CNR3610030""",Completed,"""CID7044014""",Bike,Adarsh Nagar,Khan Market,13.6,26.2,,,,,,,215.0,19.44,3.9,4.9,Cash
2024-09-12,06:04:38,"""CNR4418143""",Completed,"""CID5427973""",Go Sedan,Dwarka Sector 21,Tis Hazari,11.5,24.1,,,,,,,997.0,17.53,4.7,4.5,Cash
2024-12-08,14:53:43,"""CNR2099253""",Incomplete,"""CID9487968""",Premier Sedan,Sikanderpur,Ashok Vihar,7.5,19.8,,,,,1.0,Other Issue,438.0,13.93,,,UPI
2024-01-28,18:01:01,"""CNR5737337""",Cancelled by Customer,"""CID2157880""",Go Mini,Ghitorni Village,Pataudi Chowk,16.9,,1.0,Driver asked to cancel,,,,,,,,,
2024-09-06,19:30:49,"""CNR6304405""",Completed,"""CID8868303""",Go Sedan,Qutub Minar,Rajouri Garden,11.7,32.3,,,,,,,528.0,20.88,3.2,4.6,UPI
2024-10-28,19:23:55,"""CNR7246641""",Cancelled by Customer,"""CID5104611""",Premier Sedan,Tilak Nagar,Shastri Nagar,16.6,,1.0,Change of plans,,,,,,,,,
2024-02-02,18:29:01,"""CNR3441975""",Completed,"""CID1431539""",Auto,Welcome,Kadarpur,5.3,39.4,,,,,,,993.0,44.88,4.2,3.2,UPI
2024-09-30,12:25:32,"""CNR5151602""",Completed,"""CID6491927""",Auto,Sultanpur,Bhiwadi,3.1,25.8,,,,,,,544.0,36.28,4.2,4.9,UPI
2024-08-17,09:42:43,"""CNR4691108""",Incomplete,"""CID3110537""",Go Mini,Gwal Pahari,Preet Vihar,6.0,28.9,,,,,1.0,Vehicle Breakdown,429.0,5.24,,,Cash
2024-09-18,16:29:21,"""CNR6685537""",Incomplete,"""CID5641958""",Auto,India Gate,Vasant Kunj,7.0,26.2,,,,,1.0,Customer Demand,104.0,18.09,,,Credit Card
2024-12-06,10:24:49,"""CNR1190120""",Incomplete,"""CID6201660""",Go Sedan,GTB Nagar,Chirag Delhi,6.7,10.0,,,,,1.0,Other Issue,725.0,10.98,,,UPI
2024-11-09,11:11:37,"""CNR2365272""",Completed,"""CID5470272""",Premier Sedan,Dwarka Sector 21,AIIMS,7.5,16.2,,,,,,,302.0,34.12,4.7,3.3,UPI
2024-05-21,19:56:24,"""CNR4984424""",Completed,"""CID6744304""",Go Mini,Punjabi Bagh,Paharganj,9.7,21.1,,,,,,,464.0,36.2,4.9,5.0,UPI
2024-06-12,18:04:46,"""CNR2117263""",Completed,"""CID1559799""",Premier Sedan,Vinobapuri,Chirag Delhi,12.9,33.3,,,,,,,379.0,33.84,4.2,4.6,Cash
2024-05-17,03:53:37,"""CNR7478394""",Completed,"""CID3804685""",Auto,Ambience Mall,DLF City Court,3.0,44.8,,,,,,,148.0,10.96,4.7,4.6,Uber Wallet
2024-06-30,21:34:48,"""CNR6027511""",Completed,"""CID6080643""",Bike,Udyog Vihar Phase 4,Greater Kailash,9.9,22.0,,,,,,,320.0,28.78,4.2,4.5,UPI
2024-01-08,18:37:38,"""CNR5350526""",Completed,"""CID2175057""",Bike,Akshardham,New Delhi Railway Station,10.4,32.5,,,,,,,434.0,24.6,4.2,3.2,Debit Card
2024-12-22,01:09:52,"""CNR4358416""",Completed,"""CID6499945""",Auto,Anand Vihar ISBT,Jor Bagh,9.8,34.2,,,,,,,155.0,5.39,4.5,3.7,Debit Card
2024-03-04,18:49:42,"""CNR3575490""",Completed,"""CID5020584""",eBike,Okhla,Tughlakabad,14.0,31.2,,,,,,,783.0,44.91,3.7,4.2,UPI
2024-09-24,16:14:43,"""CNR1159116""",Completed,"""CID8350553""",Go Mini,Akshardham,Narsinghpur,12.4,37.8,,,,,,,314.0,18.83,4.3,4.3,UPI
2024-10-13,10:53:14,"""CNR1411155""",Completed,"""CID5126612""",Bike,Faridabad Sector 15,Badshahpur,12.1,35.7,,,,,,,306.0,4.24,4.5,4.7,Cash
2024-02-20,23:56:32,"""CNR6822882""",Incomplete,"""CID3632785""",Auto,Ghitorni,Jahangirpuri,3.2,13.6,,,,,1.0,Customer Demand,388.0,3.81,,,Cash
2024-09-24,22:55:04,"""CNR5527102""",Completed,"""CID3235648""",Auto,Bhikaji Cama Place,Pataudi Chowk,12.7,32.2,,,,,,,307.0,10.53,3.4,4.6,UPI
2024-05-19,11:03:06,"""CNR2796132""",Completed,"""CID5336435""",Bike,Hauz Khas,Netaji Subhash Place,10.5,38.5,,,,,,,395.0,44.2,4.1,4.4,UPI
2024-11-22,22:23:10,"""CNR8977789""",Completed,"""CID9174944""",Go Sedan,Badarpur,Azadpur,5.1,23.4,,,,,,,276.0,40.63,3.8,4.3,Cash
2024-04-24,08:46:23,"""CNR9042297""",Incomplete,"""CID1875661""",Bike,Saket,Udyog Bhawan,3.0,27.6,,,,,1.0,Customer Demand,460.0,9.79,,,UPI
2024-12-17,11:18:53,"""CNR8167892""",Completed,"""CID3058105""",Bike,Qutub Minar,Model Town,10.6,43.0,,,,,,,455.0,6.44,4.2,4.9,UPI
2024-06-28,15:19:20,"""CNR1878243""",Completed,"""CID3914821""",Auto,Meerut,Punjabi Bagh,3.4,40.3,,,,,,,153.0,17.72,4.1,4.3,Cash
2024-01-11,15:26:04,"""CNR5106318""",Incomplete,"""CID6064189""",Go Mini,Chandni Chowk,Ramesh Nagar,4.8,12.7,,,,,1.0,Vehicle Breakdown,254.0,7.58,,,Cash
2024-06-16,09:36:56,"""CNR2168571""",Cancelled by Customer,"""CID7574699""",Go Mini,Yamuna Bank,Jahangirpuri,9.5,,1.0,Driver is not moving towards pickup location,,,,,,,,,
2024-06-15,10:17:02,"""CNR3164460""",Cancelled by Driver,"""CID8997440""",Auto,Jama Masjid,Jhilmil,10.9,,,,1.0,Customer related issue,,,,,,,
2024-11-26,16:00:52,"""CNR1055444""",Completed,"""CID6831763""",Auto,Shahdara,Azadpur,11.1,29.0,,,,,,,299.0,37.78,3.5,4.9,Uber Wallet
2024-07-03,08:16:43,"""CNR7590747""",Completed,"""CID1179606""",Bike,Shivaji Park,Rohini West,14.2,35.6,,,,,,,313.0,45.86,3.5,4.8,UPI
2024-12-12,04:00:29,"""CNR1320759""",Cancelled by Driver,"""CID1144791""",Go Mini,Sarai Kale Khan,Ashram,4.9,,,,1.0,Customer related issue,,,,,,,
2024-10-12,20:53:35,"""CNR5380072""",Completed,"""CID6018657""",Bike,Samaypur Badli,Munirka,2.5,44.1,,,,,,,756.0,30.77,3.7,4.2,Credit Card
2024-08-10,10:22:51,"""CNR1561286""",Completed,"""CID9071593""",Bike,Anand Vihar,Jahangirpuri,4.6,44.7,,,,,,,341.0,18.27,4.2,4.8,Cash
2024-10-16,16:17:45,"""CNR5652350""",Completed,"""CID9112897""",Go Sedan,Pataudi Chowk,Cyber Hub,14.1,22.4,,,,,,,221.0,19.74,4.9,4.3,Cash
2024-12-05,10:14:09,"""CNR5087494""",No Driver Found,"""CID5852707""",Go Sedan,Noida Sector 62,Old Gurgaon,,,,,,,,,,,,,
2024-10-20,19:37:53,"""CNR6526331""",Cancelled by Driver,"""CID2899219""",Premier Sedan,Welcome,RK Puram,11.3,,,,1.0,The customer was coughing/sick,,,,,,,
2024-11-28,09:25:15,"""CNR3622007""",Completed,"""CID1031255""",Go Sedan,Paharganj,Ghitorni,3.5,21.9,,,,,,,319.0,18.61,4.6,4.9,UPI
2024-08-21,01:30:36,"""CNR5317566""",Completed,"""CID4432657""",Bike,Chirag Delhi,Connaught Place,10.6,38.3,,,,,,,484.0,18.62,3.3,4.6,Uber Wallet
2024-10-25,12:02:20,"""CNR3965452""",Completed,"""CID1183340""",Premier Sedan,Uttam Nagar,Noida Sector 18,6.4,28.6,,,,,,,283.0,13.64,4.3,3.2,Credit Card
2024-08-13,17:04:55,"""CNR5429634""",Completed,"""CID3900365""",Go Sedan,Badshahpur,Nehru Place,12.8,41.4,,,,,,,184.0,30.69,4.2,4.9,Uber Wallet
2024-07-05,21:23:51,"""CNR6699448""",Cancelled by Customer,"""CID4083370""",eBike,Aya Nagar,Vishwavidyalaya,15.1,,1.0,Change of plans,,,,,,,,,
2024-05-22,19:56:02,"""CNR7356930""",Completed,"""CID9720689""",eBike,Shastri Park,Nehru Place,10.8,39.3,,,,,,,674.0,42.61,4.1,4.2,UPI
2024-02-10,21:39:17,"""CNR4060788""",Completed,"""CID4522672""",eBike,Jahangirpuri,Ghitorni Village,6.5,42.1,,,,,,,362.0,41.22,5.0,5.0,Debit Card
2024-08-29,13:50:06,"""CNR8093034""",Completed,"""CID6847136""",Go Mini,Anand Vihar ISBT,Dwarka Sector 21,10.3,30.8,,,,,,,51.0,47.03,4.2,4.5,Credit Card
2024-02-15,16:15:51,"""CNR1150989""",Completed,"""CID1757628""",Go Mini,Basai Dhankot,Jor Bagh,4.6,16.8,,,,,,,71.0,28.7,4.5,4.3,Cash
2024-05-01,22:21:59,"""CNR8905794""",Completed,"""CID1926688""",Go Mini,Janakpuri,Kashmere Gate ISBT,2.5,33.3,,,,,,,113.0,44.38,3.3,4.4,UPI
2024-12-25,10:26:27,"""CNR6385985""",Incomplete,"""CID8874163""",Go Mini,Bhikaji Cama Place,Ghitorni,8.8,22.4,,,,,1.0,Customer Demand,83.0,19.06,,,UPI
2024-10-28,23:22:45,"""CNR6410502""",Completed,"""CID8054159""",Auto,Kherki Daula Toll,Uttam Nagar,9.4,15.7,,,,,,,122.0,11.75,4.2,4.3,UPI
2024-01-14,17:48:19,"""CNR5002107""",Completed,"""CID5217296""",Go Mini,Moolchand,Mansarovar Park,4.0,43.7,,,,,,,631.0,3.29,3.5,4.1,UPI
2024-03-06,09:41:36,"""CNR4992833""",Completed,"""CID7219438""",Auto,Saidulajab,Faridabad Sector 15,3.8,28.8,,,,,,,213.0,20.56,4.6,4.4,Cash
2024-10-02,14:18:58,"""CNR1445288""",Completed,"""CID1811107""",Auto,Yamuna Bank,Dwarka Mor,4.6,20.2,,,,,,,271.0,22.39,4.2,3.8,Cash
2024-12-16,08:00:49,"""CNR1469227""",Completed,"""CID7218830""",Auto,Basai Dhankot,Sadar Bazar Gurgaon,4.4,30.8,,,,,,,566.0,11.77,4.9,3.9,Uber Wallet
2024-09-07,08:12:58,"""CNR6162893""",Completed,"""CID9150546""",Premier Sedan,Moti Nagar,Nehru Place,5.2,43.9,,,,,,,1320.0,39.7,4.9,4.9,Debit Card
2024-12-30,04:48:09,"""CNR2740522""",Completed,"""CID1734835""",Premier Sedan,Inderlok,Yamuna Bank,7.1,38.3,,,,,,,1828.0,6.2,4.3,4.3,UPI
2024-06-20,10:55:13,"""CNR8863544""",Completed,"""CID8633445""",Go Mini,Nirman Vihar,Mandi House,7.6,33.9,,,,,,,813.0,48.71,4.3,4.9,Cash
2024-05-10,17:26:06,"""CNR9910351""",No Driver Found,"""CID5407011""",Go Sedan,Shivaji Park,Rajouri Garden,,,,,,,,,,,,,
2024-04-30,13:56:54,"""CNR2424706""",Completed,"""CID6757715""",Auto,Faridabad Sector 15,Azadpur,10.2,18.2,,,,,,,456.0,5.99,4.6,4.5,UPI
2024-12-02,07:41:29,"""CNR5563517""",Completed,"""CID2156076""",Go Mini,Samaypur Badli,Cyber Hub,14.7,38.6,,,,,,,891.0,49.89,4.5,4.6,Credit Card
2024-07-08,08:44:05,"""CNR3317882""",Completed,"""CID7767673""",Auto,Preet Vihar,Uttam Nagar,7.5,27.0,,,,,,,180.0,30.65,4.0,4.3,Cash
2024-06-03,18:53:55,"""CNR3517544""",Completed,"""CID2967225""",Uber XL,Sonipat,Indirapuram,4.7,30.3,,,,,,,239.0,25.2,4.7,4.3,UPI
2024-07-27,13:22:38,"""CNR3068605""",Completed,"""CID6503097""",eBike,Indirapuram,Botanical Garden,7.0,17.4,,,,,,,984.0,17.75,3.3,4.3,UPI
2024-06-22,13:39:04,"""CNR5566028""",Completed,"""CID3047214""",Go Mini,Vinobapuri,Civil Lines Gurgaon,13.2,22.9,,,,,,,1094.0,26.29,4.6,4.6,Cash
2024-10-31,09:40:26,"""CNR3889178""",Cancelled by Customer,"""CID4115823""",Go Mini,Indirapuram,New Colony,8.6,,1.0,Driver asked to cancel,,,,,,,,,
2024-04-19,21:35:39,"""CNR6819646""",Completed,"""CID9988474""",Go Mini,Welcome,Rithala,11.3,29.7,,,,,,,434.0,34.14,5.0,4.8,Cash
2024-01-12,20:05:07,"""CNR4309384""",Completed,"""CID1226806""",Go Mini,Malviya Nagar,Badshahpur,10.6,22.7,,,,,,,107.0,20.22,4.4,5.0,UPI
2024-10-13,10:11:36,"""CNR3202096""",Completed,"""CID9167044""",Bike,Noida Sector 62,Rithala,9.4,16.1,,,,,,,637.0,22.71,4.7,4.2,Cash
2024-07-31,12:48:13,"""CNR8442656""",Cancelled by Driver,"""CID8429272""",Premier Sedan,Connaught Place,Basai Dhankot,7.2,,,,1.0,Customer related issue,,,,,,,
2024-11-06,19:03:49,"""CNR1248685""",Completed,"""CID6192848""",Go Mini,Satguru Ram Singh Marg,Gurgaon Railway Station,14.2,30.6,,,,,,,388.0,24.44,4.2,5.0,Credit Card
2024-10-10,17:03:32,"""CNR7876698""",Completed,"""CID4430767""",Go Mini,Sohna Road,Udyog Vihar,4.7,34.3,,,,,,,333.0,22.82,4.8,4.2,Cash
2024-06-05,16:14:49,"""CNR1599162""",Cancelled by Driver,"""CID9349003""",Auto,Chirag Delhi,Welcome,5.1,,,,1.0,Personal & Car related issues,,,,,,,
2024-04-14,18:06:49,"""CNR8238863""",Completed,"""CID3155637""",Go Sedan,Delhi Gate,Arjangarh,10.1,41.3,,,,,,,353.0,18.97,3.8,3.6,Cash
2024-10-06,10:35:44,"""CNR5505816""",Completed,"""CID4206999""",Go Sedan,Patel Chowk,Uttam Nagar,8.8,20.3,,,,,,,109.0,40.3,4.3,4.3,UPI
2024-07-14,08:09:10,"""CNR4683103""",Completed,"""CID1021154""",Go Mini,Kashmere Gate ISBT,Preet Vihar,6.5,40.2,,,,,,,253.0,34.58,4.8,3.6,UPI
2024-06-21,12:12:51,"""CNR4922701""",Completed,"""CID3403306""",Go Mini,Rajiv Chowk,Shivaji Park,12.9,26.4,,,,,,,333.0,37.23,4.1,4.3,UPI
2024-07-13,19:45:54,"""CNR7980993""",No Driver Found,"""CID8272328""",Premier Sedan,Bhiwadi,Rohini West,,,,,,,,,,,,,
2024-04-06,08:45:41,"""CNR1266817""",Cancelled by Customer,"""CID8818616""",Auto,Delhi Gate,Keshav Puram,14.5,,1.0,Change of plans,,,,,,,,,
2024-03-07,15:37:57,"""CNR8940845""",Cancelled by Driver,"""CID2326223""",Premier Sedan,Jama Masjid,Sarojini Nagar,11.1,,,,1.0,Customer related issue,,,,,,,
2024-05-27,13:01:13,"""CNR1058188""",Completed,"""CID4821565""",Premier Sedan,Shastri Nagar,Udyog Bhawan,5.9,41.6,,,,,,,761.0,29.32,3.6,4.5,UPI
2024-11-28,10:17:14,"""CNR5014608""",Cancelled by Driver,"""CID9986283""",eBike,Green Park,Pulbangash,6.8,,,,1.0,The customer was coughing/sick,,,,,,,
2024-06-18,13:42:50,"""CNR2635874""",Completed,"""CID3227952""",Go Sedan,Gurgaon Sector 29,Adarsh Nagar,13.2,36.0,,,,,,,1326.0,44.23,3.6,4.2,Credit Card
2024-12-15,19:49:27,"""CNR2773207""",Cancelled by Driver,"""CID7448483""",Go Sedan,Keshav Puram,Chanakyapuri,6.3,,,,1.0,The customer was coughing/sick,,,,,,,
2024-02-24,08:12:40,"""CNR9447537""",Completed,"""CID6369027""",Bike,ITO,Janakpuri,2.5,27.0,,,,,,,742.0,19.56,4.3,4.6,UPI
2024-06-19,11:51:56,"""CNR5956216""",Completed,"""CID3051951""",Auto,Golf Course Road,Shahdara,9.9,29.8,,,,,,,322.0,3.62,4.3,4.8,UPI
2024-06-05,14:00:14,"""CNR4965302""",Completed,"""CID1701364""",Go Mini,MG Road,Pulbangash,14.5,39.4,,,,,,,168.0,40.26,4.3,4.1,Cash
2024-12-12,22:51:09,"""CNR2010762""",Incomplete,"""CID8581445""",Auto,Gurgaon Sector 29,Mayur Vihar,2.5,28.5,,,,,1.0,Customer Demand,332.0,19.4,,,UPI
2024-08-07,18:08:42,"""CNR4604890""",Cancelled by Driver,"""CID3464083""",Go Sedan,Indraprastha,Tis Hazari,3.6,,,,1.0,More than permitted people in there,,,,,,,
2024-07-24,14:07:38,"""CNR9288850""",Completed,"""CID6861582""",Premier Sedan,Jama Masjid,Vishwavidyalaya,11.0,24.9,,,,,,,432.0,49.19,4.1,4.4,UPI
2024-12-19,08:05:51,"""CNR3629753""",Incomplete,"""CID4689696""",Bike,Kalkaji,Manesar,8.4,10.1,,,,,1.0,Vehicle Breakdown,60.0,5.25,,,Credit Card
2024-09-21,09:28:36,"""CNR5248064""",Incomplete,"""CID6514368""",Auto,Rithala,Rajiv Nagar,3.2,27.5,,,,,1.0,Other Issue,84.0,13.4,,,Uber Wallet
2024-02-14,16:47:17,"""CNR5891440""",Completed,"""CID9716991""",Premier Sedan,Qutub Minar,IFFCO Chowk,9.6,15.6,,,,,,,754.0,3.58,4.5,4.6,Uber Wallet
2024-03-24,11:59:29,"""CNR2882321""",Completed,"""CID5082014""",Uber XL,Cyber Hub,Chanakyapuri,3.0,16.3,,,,,,,2370.0,44.19,4.9,4.3,Cash
2024-10-20,16:09:29,"""CNR3040261""",Cancelled by Customer,"""CID6466322""",Bike,IIT Delhi,Subhash Chowk,8.6,,1.0,Driver is not moving towards pickup location,,,,,,,,,
2024-03-26,12:09:05,"""CNR7792590""",Cancelled by Driver,"""CID3410351""",Go Mini,Rohini West,Nirman Vihar,9.9,,,,1.0,Customer related issue,,,,,,,
2024-10-28,11:54:29,"""CNR3168334""",Completed,"""CID6712977""",Auto,Udyog Vihar,Jor Bagh,14.4,16.5,,,,,,,733.0,42.5,4.4,4.2,UPI
2024-01-13,09:54:36,"""CNR8512243""",Completed,"""CID8158189""",Go Sedan,Noida Film City,Inderlok,3.6,18.9,,,,,,,442.0,9.99,4.9,4.6,Uber Wallet
2024-09-09,17:03:04,"""CNR1987271""",Cancelled by Customer,"""CID8698964""",Go Sedan,Tis Hazari,Lok Kalyan Marg,14.7,,1.0,AC is not working,,,,,,,,,
2024-11-14,02:22:48,"""CNR6357277""",Completed,"""CID9673812""",Auto,Paschim Vihar,Keshav Puram,14.4,29.9,,,,,,,964.0,12.15,4.7,4.3,Uber Wallet
2024-07-25,11:23:47,"""CNR6443774""",Cancelled by Driver,"""CID6978985""",Auto,Tilak Nagar,Civil Lines Gurgaon,11.9,,,,1.0,Customer related issue,,,,,,,
2024-08-31,10:50:26,"""CNR4033958""",Cancelled by Customer,"""CID3448862""",Go Mini,Rajiv Chowk,Azadpur,18.6,,1.0,Driver asked to cancel,,,,,,,,,
2024-04-21,22:19:57,"""CNR5758673""",Completed,"""CID9974052""",Bike,New Delhi Railway Station,Sultanpur,3.7,42.1,,,,,,,1117.0,33.43,4.2,5.0,Uber Wallet
2024-09-30,11:27:52,"""CNR2464716""",Completed,"""CID9350320""",Auto,Nirman Vihar,Rohini East,4.3,44.1,,,,,,,450.0,2.21,4.9,3.1,Cash
2024-04-20,19:09:06,"""CNR9945559""",Completed,"""CID8457896""",Premier Sedan,ITO,IMT Manesar,7.1,18.3,,,,,,,419.0,32.04,4.8,4.8,UPI
2024-05-12,12:09:07,"""CNR7793270""",Completed,"""CID8680802""",Go Sedan,Saket A Block,Greater Noida,8.4,19.1,,,,,,,328.0,12.13,3.1,3.9,Uber Wallet
2024-08-24,10:57:32,"""CNR6602964""",Completed,"""CID8909464""",Go Mini,Keshav Puram,AIIMS,13.9,37.2,,,,,,,134.0,10.13,4.6,4.6,UPI
2024-12-26,18:55:57,"""CNR8281657""",Cancelled by Driver,"""CID3696099""",Auto,Saket,Hauz Rani,5.5,,,,1.0,Personal & Car related issues,,,,,,,
2024-06-07,09:57:16,"""CNR7490166""",No Driver Found,"""CID8753410""",Go Mini,Ghitorni Village,Ardee City,,,,,,,,,,,,,
2024-08-01,18:03:02,"""CNR2144027""",Completed,"""CID5766157""",Bike,Mandi House,Badshahpur,14.1,39.2,,,,,,,811.0,39.15,3.6,4.3,Cash
2024-04-22,18:05:46,"""CNR4101941""",Completed,"""CID4633387""",eBike,Shastri Nagar,Udyog Vihar,3.1,30.3,,,,,,,199.0,8.46,4.6,3.3,Credit Card
2024-10-29,18:57:57,"""CNR6156678""",Completed,"""CID1648723""",Auto,Ramesh Nagar,Punjabi Bagh,6.6,31.9,,,,,,,447.0,35.83,4.6,4.9,UPI
2024-09-23,19:30:26,"""CNR5815568""",Cancelled by Driver,"""CID8955422""",Auto,Shastri Park,Hero Honda Chowk,11.5,,,,1.0,Customer related issue,,,,,,,
2024-03-07,16:25:48,"""CNR2364827""",Completed,"""CID8342837""",Bike,India Gate,Sohna Road,9.6,42.3,,,,,,,319.0,37.78,4.8,5.0,UPI
2024-12-28,08:41:03,"""CNR5004526""",Cancelled by Driver,"""CID6796578""",Go Sedan,INA Market,Hero Honda Chowk,4.9,,,,1.0,Customer related issue,,,,,,,
2024-07-18,01:13:25,"""CNR5580443""",Completed,"""CID9043093""",Uber XL,DLF City Court,Kherki Daula Toll,4.8,21.1,,,,,,,2054.0,47.38,4.3,4.3,Uber Wallet
2024-02-01,19:01:36,"""CNR4292530""",Cancelled by Customer,"""CID1702910""",Premier Sedan,Ghitorni Village,Golf Course Road,14.5,,1.0,Change of plans,,,,,,,,,
2024-09-27,13:06:34,"""CNR7084877""",Completed,"""CID7508950""",eBike,Hauz Rani,Jhilmil,3.4,29.1,,,,,,,269.0,26.83,3.3,4.2,UPI
2024-07-07,07:08:25,"""CNR3336707""",Incomplete,"""CID9874142""",Auto,Mayur Vihar,Laxmi Nagar,8.1,18.6,,,,,1.0,Other Issue,1243.0,12.73,,,UPI
